NCBI_taxonomy_name,fmin,fmax
Proteus penneri,100,688
Salmonella enterica,100,688
Rheinheimera sp.,100,574
Escherichia coli,100,688
Acinetobacter baumannii,100,601
Enterobacter cloacae,100,337
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Pseudomonas aeruginosa,100,598
Escherichia coli,324,822
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,0,882
Escherichia coli,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,891
Escherichia coli,0,876
Klebsiella pneumoniae,8511,9393
Klebsiella pneumoniae,8511,9393
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,87792,88674
Klebsiella pneumoniae,0,906
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Enterobacter hormaechei,6221,7109
Klebsiella pneumoniae,0,891
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Enterobacter cloacae,0,882
Klebsiella pneumoniae,0,882
Escherichia coli,0,882
Klebsiella pneumoniae,0,891
Acinetobacter baumannii,0,1152
Acinetobacter pittii,0,1152
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,14912,15794
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,861
Others,0,1173
Others,0,1173
Others,0,1173
Hafnia alvei,0,1173
Hafnia alvei,0,1173
Klebsiella pneumoniae,0,1161
Enterobacter cloacae,0,1146
Enterobacter,0,1146
Enterobacter,0,1146
Enterobacter,0,1146
Others,0,1146
Others,0,1146
Enterobacter kobei,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter hormaechei,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,2,1148
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter hormaechei,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter,0,1146
Enterobacter cloacae,0,1146
Enterobacter hormaechei,0,1146
Enterobacter cloacae,0,1146
Enterobacter asburiae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,100,1246
Enterobacter hormaechei,100,1246
Enterobacter,100,1246
Enterobacter,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter hormaechei,0,1146
Enterobacter cloacae,0,1146
Enterobacter kobei,100,1246
Acinetobacter baumannii,0,1158
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter calcoaceticus,100,1252
Acinetobacter calcoaceticus,100,1252
Acinetobacter calcoaceticus,100,1252
Acinetobacter,100,1252
Acinetobacter nosocomialis,100,1252
Acinetobacter,100,1252
Acinetobacter,100,1252
Acinetobacter sp.,100,1252
Acinetobacter,100,1252
Acinetobacter calcoaceticus,100,1252
Acinetobacter pittii,100,1252
Acinetobacter lactucae,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,8,1160
Acinetobacter baumannii,65,1217
Acinetobacter baumannii,84,1236
Acinetobacter nosocomialis,100,1252
Acinetobacter pittii,100,1252
Acinetobacter,0,1152
Acinetobacter pittii,100,1252
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,100,1255
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1167
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter calcoaceticus,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,85,1240
Acinetobacter baumannii,99,1254
Acinetobacter,86,1238
Acinetobacter baumannii,86,1238
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,86,1238
Acinetobacter baumannii,99,1254
Acinetobacter baumannii,100,1255
Acinetobacter baumannii,86,1238
Acinetobacter pittii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1149
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,10,1159
Acinetobacter baumannii,10,1174
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter calcoaceticus/baumannii,100,1252
Acinetobacter pittii,0,1152
Acinetobacter baumannii,86,1238
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter calcoaceticus/baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,86,1241
Acinetobacter baumannii,100,1252
Acinetobacter pittii,100,1252
Acinetobacter pittii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter nosocomialis,100,1252
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,0,1155
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1158
Acinetobacter baumannii,0,1152
Acinetobacter pittii,100,1252
Acinetobacter,0,1152
Others,0,1152
Acinetobacter baumannii,0,1152
Others,0,1152
Others,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1167
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Alcaligenes faecalis,0,804
Pseudomonas aeruginosa,0,804
uncultured bacterium,0,888
uncultured bacterium,0,957
Others,100,838
Others,100,838
Others,100,868
Achromobacter xylosoxidans,100,997
Achromobacter ruhlandii,0,897
Achromobacter,0,897
Achromobacter xylosoxidans,0,897
Achromobacter xylosoxidans,0,897
Pseudomonas aeruginosa,0,852
Enterobacter hormaechei,0,942
Others,100,850
Elizabethkingia meningoseptica,0,747
Others,0,750
Elizabethkingia meningoseptica,0,750
Elizabethkingia meningoseptica,0,750
Elizabethkingia meningoseptica,100,847
Others,0,750
Others,0,750
Elizabethkingia anophelis,100,850
Elizabethkingia anophelis,100,850
Elizabethkingia meningoseptica,100,850
Others,100,850
Elizabethkingia anophelis,100,850
Others,100,850
Elizabethkingia meningoseptica,100,850
Others,100,850
Others,100,850
Others,100,850
Others,100,850
Others,100,850
Elizabethkingia anophelis,100,850
Elizabethkingia meningoseptica,0,750
Elizabethkingia anophelis,100,850
Others,0,750
Elizabethkingia anophelis,100,850
Elizabethkingia anophelis,100,850
Others,100,850
Elizabethkingia meningoseptica,100,850
Others,100,850
Others,100,850
Others,100,850
Elizabethkingia meningoseptica,0,750
Others,100,850
Elizabethkingia meningoseptica,0,747
Elizabethkingia meningoseptica,0,747
Elizabethkingia meningoseptica,0,747
Others,100,904
Buttiauxella agrestis,100,1252
Others,100,1129
Pseudomonas aeruginosa,0,867
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,0,852
Vibrio,0,852
Vibrio parahaemolyticus,0,852
Vibrio parahaemolyticus,100,952
Vibrio parahaemolyticus,100,952
Vibrio parahaemolyticus,100,952
Vibrio parahaemolyticus,100,952
Vibrio parahaemolyticus,100,952
Acinetobacter baumannii,0,897
Others,0,897
Pseudomonas aeruginosa,48,915
Pseudomonas aeruginosa,0,867
Pseudomonas aeruginosa,0,867
Proteus mirabilis,100,997
Salmonella enterica,100,967
Clostridioides difficile,100,1039
Clostridioides difficile,100,1027
Bacteroides fragilis,100,1003
Bacteroides fragilis,100,1003
Bacteroides,100,1003
Bacteroides fragilis,0,750
Bacteroides fragilis,100,850
Bacteroides fragilis,100,850
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Bacteroides,0,750
Bacteroides fragilis,0,750
Bacteroides fragilis,0,750
Others,100,1228
Others,100,1228
Elizabethkingia meningoseptica,0,894
Klebsiella pneumoniae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Citrobacter freundii,100,1246
Citrobacter freundii,0,1146
Escherichia coli,0,1146
Citrobacter,100,1246
Escherichia coli,0,1146
Proteus mirabilis,0,1146
Providencia stuartii,0,1146
Providencia rettgeri,0,1131
Klebsiella pneumoniae,0,1146
Klebsiella pneumoniae,100,1246
Klebsiella pneumoniae,0,1149
uncultured bacterium,0,912
Others,100,973
Others,0,873
Others,0,873
Others,100,982
Cronobacter sakazakii,100,1228
Cronobacter sakazakii,100,1228
Others,100,1018
Escherichia coli,0,876
Escherichia coli,0,876
Proteus mirabilis,100,976
Escherichia coli,0,876
Escherichia coli,100,976
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Proteus mirabilis,0,876
Escherichia coli,0,876
Escherichia coli,100,976
Escherichia coli,0,876
Proteus mirabilis,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Enterobacter cloacae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Kluyvera,0,876
Escherichia coli,0,876
Enterobacter cloacae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,100,976
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Kluyvera georgiana,0,876
Pseudomonas aeruginosa,0,876
Escherichia coli,100,976
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,885
Proteus mirabilis,0,876
Kluyvera genomosp.,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Providencia stuartii,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,100,976
Klebsiella pneumoniae,0,876
Serratia marcescens,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Enterobacter kobei,100,976
Escherichia coli,72,948
Escherichia coli,0,876
Escherichia coli,0,876
Enterobacter cloacae,0,876
Pseudomonas aeruginosa,0,873
Escherichia coli,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Klebsiella pneumoniae,100,976
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,0,870
Escherichia coli,0,876
Escherichia coli,0,876
Escherichia coli,100,976
Escherichia coli,0,876
Others,72,840
Klebsiella pneumoniae,0,1140
Klebsiella oxytoca,0,1140
Klebsiella pneumoniae,0,1140
Klebsiella pneumoniae,0,1140
Others,0,1140
Morganella morganii,0,1140
Citrobacter freundii,0,1140
Morganella morganii,100,1240
uncultured bacterium,0,909
Others,0,957
Empedobacter falsenii,0,708
Empedobacter falsenii,0,708
Escherichia coli,100,1234
Escherichia coli,100,1234
Escherichia coli,100,1234
Escherichia coli,100,1234
Escherichia coli,100,1234
Escherichia coli,100,1234
Escherichia,100,1234
Escherichia coli,100,1234
Others,18,930
Others,100,874
Others,0,909
Others,0,942
Others,0,918
Others,100,850
Aeromonas caviae,0,1140
Providencia rettgeri,0,1149
Pseudomonas aeruginosa,0,1149
Others,0,1149
Klebsiella pneumoniae,0,1149
Providencia stuartii,0,1149
Escherichia coli,0,885
Citrobacter freundii,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Aeromonas caviae,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Acinetobacter baumannii,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,873
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Pseudomonas aeruginosa,0,864
Others,100,961
Citrobacter freundii,0,813
Others,0,879
Others,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia meningoseptica,100,973
Others,100,973
Elizabethkingia anophelis,100,973
Others,100,985
Elizabethkingia anophelis,100,979
Elizabethkingia meningoseptica,100,973
Elizabethkingia anophelis,100,973
Others,100,973
Elizabethkingia anophelis,100,973
Others,100,973
Others,100,979
Others,100,973
Others,100,973
Others,100,973
Others,100,973
Others,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia meningoseptica,100,973
Elizabethkingia anophelis,100,973
Elizabethkingia meningoseptica,100,973
Elizabethkingia anophelis,100,973
Others,100,973
Elizabethkingia anophelis,100,973
Others,100,973
uncultured bacterium,0,726
uncultured bacterium,0,870
Enterobacter cloacae,0,879
Enterobacter asburiae,0,879
Enterobacter hormaechei,0,879
Enterobacter cloacae,0,879
Enterobacter cloacae,0,879
Enterobacter cloacae,0,879
Enterobacter cloacae,0,879
Enterobacter cloacae,0,879
Others,0,879
Enterobacter asburiae,0,879
Enterobacter cloacae,100,979
Raoultella ornithinolytica,100,979
Others,100,979
Pseudomonas aeruginosa,100,841
Citrobacter freundii,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas putida,0,726
Pseudomonas aeruginosa,100,838
Pseudomonas aeruginosa,0,741
Pseudomonas putida,0,741
Escherichia coli,0,741
Enterobacter cloacae,0,741
Acinetobacter baumannii,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas,0,741
Others,100,841
Pseudomonas aeruginosa,0,741
Escherichia coli,0,741
Providencia rettgeri,0,741
Providencia,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
uncultured bacterium,0,741
Pseudomonas aeruginosa,0,738
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas aeruginosa,0,741
Pseudomonas putida,100,841
Chryseobacterium,0,720
Others,100,976
Enterobacter cloacae,100,976
Escherichia coli,0,876
Enterobacter cloacae,0,876
Raoultella ornithinolytica,100,976
Escherichia coli,0,882
Klebsiella pneumoniae,0,927
Klebsiella pneumoniae,0,906
Klebsiella pneumoniae,0,882
Escherichia coli,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,888
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,885
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,894
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,100,1003
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,0,882
Klebsiella pneumoniae,100,1003
Klebsiella pneumoniae,0,891
Klebsiella pneumoniae,0,879
Citrobacter koseri,0,888
Klebsiella,100,961
Klebsiella variicola,100,961
Klebsiella,100,961
Laribacter hongkongensis,0,1167
Laribacter hongkongensis,0,1170
Laribacter hongkongensis,0,1173
Laribacter hongkongensis,0,1173
Laribacter hongkongensis,0,1173
Laribacter hongkongensis,0,1173
uncultured bacterium,100,1000
Others,100,1012
Pseudomonas,0,891
Others,0,891
Pseudomonas,0,891
Others,0,891
Others,0,891
Others,0,891
Citrobacter koseri,11,914
Citrobacter koseri,2,902
Caulobacter vibrioides,0,870
Enterobacter sp.,0,1146
Enterobacter cloacae,0,1146
Enterobacter,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,0,1146
Enterobacter cloacae,100,1246
Myroides odoratus,0,747
Morganella morganii,100,1240
Aeromonas caviae,0,1149
Aeromonas media,0,1149
Aeromonas,100,1252
Citrobacter sp.,0,1152
Proteus mirabilis,0,1149
Myroides odoratimimus,100,901
Myxococcus,100,886
Escherichia coli,0,813
Klebsiella oxytoca,0,813
Citrobacter werkmanii,0,813
Plasmid PDS075,100,961
Klebsiella quasipneumoniae,100,961
Klebsiella quasipneumoniae,0,861
Klebsiella quasipneumoniae,100,961
Klebsiella quasipneumoniae,100,961
Klebsiella,100,961
Klebsiella quasipneumoniae,0,861
Klebsiella,100,961
Klebsiella quasipneumoniae,100,961
Klebsiella quasipneumoniae,100,961
Klebsiella quasipneumoniae,100,961
Klebsiella quasipneumoniae,100,961
Others,0,861
Others,0,861
Raoultella,100,976
Others,100,976
Others,100,976
Others,100,976
Others,100,976
Others,100,976
Others,100,868
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Others,100,952
Campylobacter,100,874
Acinetobacter colistiniresistens,100,937
Pseudomonas,0,789
Pseudomonas,0,789
Campylobacter,100,874
Others,100,862
Campylobacter,100,847
Pseudomonas,100,889
Acinetobacter baumannii,100,925
Acinetobacter johnsonii,100,925
Acinetobacter calcoaceticus/baumannii,0,822
Acinetobacter pittii,0,822
Acinetobacter calcoaceticus/baumannii,0,822
Acinetobacter pittii,0,822
Aeromonas caviae,0,795
Klebsiella pneumoniae,0,798
Acinetobacter,0,822
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,843
Achromobacter insuavis,0,828
Others,0,798
Others,0,798
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,0,792
Others,0,747
Klebsiella pneumoniae,0,798
Pseudomonas aeruginosa,0,801
Acinetobacter baumannii,0,825
Others,0,822
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Others,0,822
Others,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter pittii,0,822
Klebsiella pneumoniae,0,831
Acinetobacter baumannii,0,825
Acinetobacter schindleri,0,831
Shewanella xiamenensis,23,821
Acinetobacter pittii,0,828
Acinetobacter baumannii,0,825
Shewanella xiamenensis,0,798
Shewanella,18,816
Others,0,873
Others,0,873
Others,0,873
Others,0,888
Shewanella,0,873
Others,0,888
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter pittii,0,822
Acinetobacter pittii,0,822
Acinetobacter baumannii,0,822
Escherichia coli,0,798
Klebsiella pneumoniae,0,795
Others,100,931
Ralstonia insidiosa,0,840
Ralstonia mannitolilytica,0,828
Ralstonia insidiosa,0,840
Acinetobacter haemolyticus,0,828
Campylobacter jejuni,0,747
Campylobacter jejuni,0,774
Campylobacter,0,774
Campylobacter,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter,0,774
Campylobacter,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,771
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,762
Campylobacter jejuni,0,762
Campylobacter jejuni,0,762
Campylobacter jejuni,0,762
Campylobacter jejuni,0,807
Campylobacter jejuni,0,774
Campylobacter jejuni,0,759
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,753
Campylobacter,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,750
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter jejuni,0,774
Campylobacter,0,747
Campylobacter jejuni,0,774
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,747
Campylobacter jejuni,0,750
Campylobacter jejuni,0,750
Campylobacter,0,750
Campylobacter,0,750
Campylobacter jejuni,0,750
Campylobacter jejuni,0,750
Acinetobacter calcoaceticus/baumannii,0,822
Acinetobacter johnsonii,0,825
Acinetobacter johnsonii,0,825
Acinetobacter johnsonii,0,825
Acinetobacter johnsonii,0,825
Acinetobacter johnsonii,100,925
Acinetobacter johnsonii,100,925
Acinetobacter baumannii,0,825
Escherichia coli,100,901
Enterobacter cloacae,100,901
Acinetobacter baumannii,0,822
Campylobacter,0,720
Campylobacter jejuni,0,828
Campylobacter jejuni,0,720
Acinetobacter venetianus,0,834
Acinetobacter johnsonii,0,825
Others,100,955
Acinetobacter guillouiae,100,946
Others,100,940
Acinetobacter colistiniresistens,100,934
Others,100,943
Pseudomonas aeruginosa,0,831
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Acinetobacter pittii,0,822
Acinetobacter calcoaceticus,0,831
Acinetobacter baumannii,11,836
Acinetobacter baumannii,13,838
Acinetobacter baumannii,13,838
Acinetobacter baumannii,29,854
Acinetobacter baumannii,39,864
Acinetobacter baumannii,13,838
Acinetobacter baumannii,13,838
Acinetobacter baumannii,31,856
Acinetobacter baumannii,14,839
Acinetobacter baumannii,11,836
Acinetobacter baumannii,13,838
Acinetobacter baumannii,13,838
Acinetobacter baumannii,13,838
Acinetobacter baumannii,27,852
Acinetobacter baumannii,18,843
Acinetobacter baumannii,12,837
Acinetobacter baumannii,36,861
Acinetobacter baumannii,26,851
Acinetobacter baumannii,15,840
Acinetobacter baumannii,12,837
Acinetobacter baumannii,17,842
Acinetobacter baumannii,13,838
Acinetobacter baumannii,16,841
Acinetobacter baumannii,16,841
Acinetobacter baumannii,25,850
Acinetobacter baumannii,17,842
Acinetobacter baumannii,24,849
Acinetobacter baumannii,19,844
Acinetobacter baumannii,11,836
Acinetobacter baumannii,21,846
Acinetobacter baumannii,21,846
Acinetobacter baumannii,28,853
Acinetobacter baumannii,14,839
Acinetobacter baumannii,21,846
Acinetobacter baumannii,13,838
Acinetobacter baumannii,12,837
Acinetobacter baumannii,12,837
Acinetobacter baumannii,11,836
Acinetobacter baumannii,8,833
Acinetobacter baumannii,19,844
Acinetobacter baumannii,11,836
Acinetobacter baumannii,12,837
Acinetobacter baumannii,17,842
Aeromonas hydrophila,100,895
Acinetobacter,0,852
Others,0,852
Shewanella algae,100,970
Acinetobacter calcoaceticus,0,831
Shewanella sp.,0,798
Pseudomonas aeruginosa,100,901
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Others,0,801
Acinetobacter baumannii,49,874
Acinetobacter baumannii,0,825
Acinetobacter baumannii,40,865
Acinetobacter baumannii,39,864
Acinetobacter baumannii,33,858
Acinetobacter baumannii,18,843
Acinetobacter baumannii,39,864
Acinetobacter baumannii,33,858
Acinetobacter baumannii,23,848
Acinetobacter baumannii,25,850
Acinetobacter baumannii,40,865
Acinetobacter baumannii,29,854
Acinetobacter baumannii,14,839
Acinetobacter baumannii,13,838
Acinetobacter baumannii,13,838
Acinetobacter baumannii,39,864
Acinetobacter baumannii,29,854
Acinetobacter baumannii,13,838
Acinetobacter baumannii,40,865
Acinetobacter baumannii,40,865
Acinetobacter baumannii,43,868
Acinetobacter baumannii,40,865
Acinetobacter baumannii,29,854
Acinetobacter baumannii,14,839
Acinetobacter baumannii,24,849
Acinetobacter baumannii,13,838
Acinetobacter baumannii,47,872
